holiday,workingday,temp,humidity,windspeed,count,year,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,season_fall,season_spring,season_summer,season_winter,weather_clear,weather_heavy_mix,weather_light_mix,weather_mist
0,0,0.391304347826087,0.76,0.2982249911837311,0.47990177497968467,0.0,0.75,0.06698729810778065,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.3695652173913044,0.81,0.33337251675091106,0.5509771209290297,0.0,0.6294095225512605,0.0170370868554659,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.43478260869565216,0.77,0.33337251675091106,0.6167015254303991,0.0,0.5000000000000001,0.0,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.4782608695652174,0.72,0.35088750440813454,0.6349954164224819,0.0,0.37059047744873963,0.017037086855465844,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4782608695652174,0.72,0.33337251675091106,0.6545600956787142,0.0,0.2500000000000001,0.06698729810778059,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4565217391304348,0.77,0.35088750440813454,0.660596571026837,0.0,0.14644660940672644,0.14644660940672605,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.43478260869565216,0.8200000000000001,0.35088750440813454,0.6332549187901932,0.0,0.06698729810778076,0.24999999999999978,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4565217391304348,0.8200000000000001,0.33337251675091106,0.5799998801731437,0.0,0.017037086855465844,0.3705904774487397,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.43478260869565216,0.88,0.2982249911837311,0.47539531523597955,0.0,0.0,0.4999999999999999,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.43478260869565216,0.88,0.2982249911837311,0.48428804802355185,0.0,0.01703708685546579,0.6294095225512601,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.41304347826086957,0.87,0.2982249911837311,0.47990177497968467,0.0,0.0669872981077807,0.75,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.41304347826086957,0.87,0.22804749030210417,0.4707618964034469,0.0,0.14644660940672616,0.8535533905932737,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.41304347826086957,0.9400000000000001,0.2631950158692842,0.4398319132163565,0.0,0.24999999999999978,0.9330127018922192,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4782608695652174,0.88,0.35088750440813454,0.492724537823954,0.0,0.3705904774487392,0.9829629131445341,0.5167424351252907,1.0,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4782608695652174,0.88,0.35088750440813454,0.3613895920943049,0.0,0.5,1.0,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4565217391304348,0.9400000000000001,0.2982249911837311,0.3613895920943049,0.0,0.6294095225512604,0.9829629131445341,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.43478260869565216,1.0,0.33337251675091106,0.26471309154060474,0.0,0.75,0.9330127018922194,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4782608695652174,0.9400000000000001,0.22804749030210417,0.20604880486284216,0.0,0.8535533905932737,0.8535533905932737,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.4782608695652174,0.9400000000000001,0.22804749030210417,0.11400572314167466,0.0,0.9330127018922193,0.75,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.43478260869565216,0.77,0.35088750440813454,0.0666890729054778,0.0,1.0,0.5,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.41304347826086957,0.76,0.22804749030210417,0.0,0.0,0.9829629131445341,0.3705904774487397,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.41304347826086957,0.71,0.2631950158692842,0.24738386895263026,0.0,0.9330127018922194,0.2500000000000001,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.391304347826087,0.76,0.2631950158692842,0.3867436009099946,0.0,0.8535533905932737,0.14644660940672627,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3695652173913044,0.81,0.2631950158692842,0.5420843881414574,0.0,0.75,0.06698729810778065,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3695652173913044,0.71,0.2982249911837311,0.5871006443558874,0.0,0.6294095225512605,0.0170370868554659,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3695652173913044,0.66,0.35088750440813454,0.6332549187901932,0.0,0.5000000000000001,0.0,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3695652173913044,0.66,0.15786998942047728,0.5982937711652265,0.0,0.37059047744873963,0.017037086855465844,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3695652173913044,0.76,0.22804749030210417,0.5594136107294317,0.0,0.2500000000000001,0.06698729810778059,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.34782608695652173,0.81,0.19301751498765726,0.5961152559866871,0.0,0.14644660940672644,0.14644660940672605,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.34782608695652173,0.71,0.19301751498765726,0.6004438082047614,0.0,0.06698729810778076,0.24999999999999978,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0.34782608695652173,0.5700000000000001,0.22804749030210417,0.5750897993890716,0.0,0.017037086855465844,0.3705904774487397,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.3695652173913044,0.46,0.3860350299753145,0.5420843881414574,0.0,0.0,0.4999999999999999,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.32608695652173914,0.42,0.5263900317385684,0.45080100980979754,0.0,0.01703708685546579,0.6294095225512601,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.30434782608695654,0.39,0.42106500528976143,0.40170622883477336,0.0,0.0669872981077807,0.75,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.26086956521739135,0.44,0.3860350299753145,0.4560228925666986,0.0,0.14644660940672616,0.8535533905932737,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.2391304347826087,0.44,0.35088750440813454,0.26471309154060474,0.0,0.24999999999999978,0.9330127018922192,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0.2173913043478261,0.47000000000000003,0.19301751498765726,0.24738386895263026,0.0,0.3705904774487392,0.9829629131445341,0.6337405705029138,0.9693212357211988,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.44,0.42106500528976143,0.18069479604715244,0.0,0.5,1.0,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.44,0.49124250617138837,0.0666890729054778,0.0,0.6294095225512604,0.9829629131445341,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.47000000000000003,0.4562125308569414,0.0,0.0,0.9330127018922193,0.75,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.47000000000000003,0.33337251675091106,0.11400572314167466,0.0,0.9829629131445341,0.6294095225512604,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.5,0.4562125308569414,0.45080100980979754,0.0,1.0,0.5,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.5,0.22804749030210417,0.57257867440778,0.0,0.9829629131445341,0.3705904774487397,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.5,0.33337251675091106,0.7155141013504023,0.0,0.9330127018922194,0.2500000000000001,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.43,0.4562125308569414,0.6242649495283674,0.0,0.8535533905932737,0.14644660940672627,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.43,0.2982249911837311,0.5120969604932349,0.0,0.75,0.06698729810778065,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.4,0.3860350299753145,0.5358770291505246,0.0,0.6294095225512605,0.0170370868554659,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.35000000000000003,0.35088750440813454,0.5648067329514722,0.0,0.5000000000000001,0.0,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.35000000000000003,0.33337251675091106,0.5648067329514722,0.0,0.37059047744873963,0.017037086855465844,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.3,0.33337251675091106,0.6025661020560024,0.0,0.2500000000000001,0.06698729810778059,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.3,0.2982249911837311,0.5916697018135391,0.0,0.14644660940672644,0.14644660940672605,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.3,0.2982249911837311,0.6004438082047614,0.0,0.06698729810778076,0.24999999999999978,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.3,0.2631950158692842,0.7186670827224976,0.0,0.017037086855465844,0.3705904774487397,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.32,0.12284001410603035,0.7186670827224976,0.0,0.0,0.4999999999999999,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.47000000000000003,0.0,0.660596571026837,0.0,0.01703708685546579,0.6294095225512601,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.47000000000000003,0.12284001410603035,0.5390099903787927,0.0,0.0669872981077807,0.75,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.64,0.15786998942047728,0.5390099903787927,0.0,0.14644660940672616,0.8535533905932737,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.6900000000000001,0.15786998942047728,0.3867436009099946,0.0,0.24999999999999978,0.9330127018922192,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.55,0.12284001410603035,0.3078655828671753,0.0,0.3705904774487392,0.9829629131445341,0.7409544002206165,0.9195874396388546,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.55,0.12284001410603035,0.18069479604715244,0.0,0.5,1.0,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.59,0.12284001410603035,0.0666890729054778,0.0,0.6294095225512604,0.9829629131445341,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.63,0.15786998942047728,0.0,0.0,0.75,0.9330127018922194,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.63,0.10532502644880687,0.0666890729054778,0.0,0.9330127018922193,0.75,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.10869565217391304,0.68,0.12284001410603035,0.15070736839893,0.0,0.9829629131445341,0.6294095225512604,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.10869565217391304,0.74,0.12284001410603035,0.47990177497968467,0.0,1.0,0.5,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.10869565217391304,0.74,0.15786998942047728,0.6349954164224819,0.0,0.9829629131445341,0.3705904774487397,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.13043478260869568,0.6900000000000001,0.19301751498765726,0.7401084067765843,0.0,0.9330127018922194,0.2500000000000001,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.64,0.2631950158692842,0.6450684917796456,0.0,0.8535533905932737,0.14644660940672627,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.6900000000000001,0.3860350299753145,0.5046195141763199,0.0,0.75,0.06698729810778065,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.2173913043478261,0.51,0.35088750440813454,0.5538376363580311,0.0,0.6294095225512605,0.0170370868554659,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.51,0.19301751498765726,0.6046613595808229,0.0,0.5000000000000001,0.0,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.56,0.22804749030210417,0.6401090560090338,0.0,0.37059047744873963,0.017037086855465844,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.52,0.2631950158692842,0.5700286157083733,0.0,0.2500000000000001,0.06698729810778059,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.28260869565217395,0.52,0.2982249911837311,0.5750897993890716,0.0,0.14644660940672644,0.14644660940672605,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.30434782608695654,0.49,0.2982249911837311,0.614755047193344,0.0,0.06698729810778076,0.24999999999999978,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.28260869565217395,0.48,0.2631950158692842,0.7677954404030398,0.0,0.017037086855465844,0.3705904774487397,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.48,0.22804749030210417,0.7428270718376649,0.0,0.0,0.4999999999999999,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.48,0.12284001410603035,0.6635337114241052,0.0,0.01703708685546579,0.6294095225512601,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.48,0.12284001410603035,0.5451023717408492,0.0,0.0669872981077807,0.75,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.64,0.0,0.526103332867359,0.0,0.14644660940672616,0.8535533905932737,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.64,0.10532502644880687,0.47539531523597955,0.0,0.24999999999999978,0.9330127018922192,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.6900000000000001,0.10532502644880687,0.2947005191888271,0.0,0.3705904774487392,0.9829629131445341,0.8339945774926663,0.8528347192080518,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.64,0.0,0.20604880486284216,0.0,0.5,1.0,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.74,0.10532502644880687,0.20604880486284216,0.0,0.6294095225512604,0.9829629131445341,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.74,0.10532502644880687,0.0666890729054778,0.0,0.75,0.9330127018922194,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.48,0.2631950158692842,0.0666890729054778,0.0,0.9330127018922193,0.75,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.47000000000000003,0.19301751498765726,0.11400572314167466,0.0,0.9829629131445341,0.6294095225512604,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.47000000000000003,0.2631950158692842,0.46599415703146907,0.0,1.0,0.5,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.43,0.22804749030210417,0.6242649495283674,0.0,0.9829629131445341,0.3705904774487397,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.4,0.35088750440813454,0.7541147791507083,0.0,0.9330127018922194,0.2500000000000001,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.37,0.3860350299753145,0.6678433594997057,0.0,0.8535533905932737,0.14644660940672627,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.37,0.3860350299753145,0.5538376363580311,0.0,0.75,0.06698729810778065,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.33,0.3860350299753145,0.5192491956485186,0.0,0.6294095225512605,0.0170370868554659,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.26086956521739135,0.33,0.3860350299753145,0.6067302609656287,0.0,0.5000000000000001,0.0,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.28260869565217395,0.3,0.35088750440813454,0.5894010383776542,0.0,0.37059047744873963,0.017037086855465844,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.30434782608695654,0.28,0.22804749030210417,0.567438396957147,0.0,0.2500000000000001,0.06698729810778059,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.30434782608695654,0.28,0.22804749030210417,0.567438396957147,0.0,0.14644660940672644,0.14644660940672605,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.30434782608695654,0.28,0.10532502644880687,0.6261026836349096,0.0,0.06698729810778076,0.24999999999999978,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.38,0.22804749030210417,0.7498645299531131,0.0,0.017037086855465844,0.3705904774487397,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.38,0.15786998942047728,0.7307072485720738,0.0,0.0,0.4999999999999999,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2391304347826087,0.38,0.12284001410603035,0.690336852886394,0.0,0.01703708685546579,0.6294095225512601,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.2173913043478261,0.47000000000000003,0.19301751498765726,0.6261026836349096,0.0,0.0669872981077807,0.75,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.51,0.22804749030210417,0.5084007264835938,0.0,0.14644660940672616,0.8535533905932737,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.55,0.15786998942047728,0.5046195141763199,0.0,0.24999999999999978,0.9330127018922192,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.19565217391304346,0.47000000000000003,0.0,0.37871881468227936,0.0,0.3705904774487392,0.9829629131445341,0.9090520265297883,0.7717959386463387,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.17391304347826086,0.55,0.0,0.2947005191888271,0.0,0.5,1.0,0.9630538865495277,0.6797888351515646,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.64,0.0,0.15070736839893,0.0,0.6294095225512604,0.9829629131445341,0.9630538865495277,0.6797888351515646,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.15217391304347827,0.64,0.0,0.0666890729054778,0.0,0.75,0.9330127018922194,0.9630538865495277,0.6797888351515646,0.75,0.9330127018922194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
